SURVYEAR	NCESSCH	FIPST	LEAID	SCHNO	STID	SEASCH	LEANM	SCHNAM	PHONE	MSTREE	MCITY	MSTATE	MZIP	MZIP4	LSTREE	LCITY	LSTATE	LZIP	LZIP4	TYPE	STATUS	ULOCAL	LATCOD	LONCOD	CONUM	CONAME	CDCODE	GSLO	GSHI	CHARTR
2011	040096002880	04	0400960	02880	4272	90028	AVONDALE ELEMENTARY DISTRICT	COPPER TRAILS	6237724100	16875 WEST CANYON TRAILS BLVD.	GOODYEAR	AZ	85338		16875 WEST CANYON TRAILS BLVD	GOODYEAR	AZ	85338		1	1	41	33.442680	-112.421330	04013	MARICOPA COUNTY	0402	PK	08	2
2011	040100000052	04	0401000	00052	4468	6088	BAGDAD UNIFIED DISTRICT	BAGDAD ELEMENTARY SCHOOL	9286334101	PO BOX 427	BAGDAD	AZ	86321	0427	515 BREEZY CIRCLE	BAGDAD	AZ	86321	0427	1	1	43	34.575248	-113.183703	04025	YAVAPAI COUNTY	0401	PK	08	2
2011	040100000053	04	0401000	00053	4468	6089	BAGDAD UNIFIED DISTRICT	BAGDAD HIGH SCHOOL	9286332201	PO BOX 427	BAGDAD	AZ	86321	0427	515 BREEZY CIRCLE	BAGDAD	AZ	86321	0427	1	1	43	34.574238	-113.184094	04025	YAVAPAI COUNTY	0401	07	12	2
2011	040105000054	04	0401050	00054	4268	5319	BALSZ ELEMENTARY DISTRICT	BALSZ SCHOOL	6026296400	4309 E BELLEVIEW ST.	PHOENIX	AZ	85008	5405	4309 EAST BELLEVIEW ST	PHOENIX	AZ	85008	5405	1	1	11	33.461290	-111.989269	04013	MARICOPA COUNTY	0404	PK	06	2
2011	040105000055	04	0401050	00055	4268	5320	BALSZ ELEMENTARY DISTRICT	DAVID CROCKETT SCHOOL	6026296400	501 N 36TH STREET	PHOENIX	AZ	85008	6320	501 NORTH 36TH ST	PHOENIX	AZ	85008	6320	1	1	11	33.454577	-112.003551	04013	MARICOPA COUNTY	0404	PK	06	2
2011	040105000056	04	0401050	00056	4268	5321	BALSZ ELEMENTARY DISTRICT	GRIFFITH ELEMENTARY SCHOOL	6026296400	4505 E PALM LANE	PHOENIX	AZ	85008	4123	4505 EAST PALM LN	PHOENIX	AZ	85008	4123	1	1	11	33.468735	-111.983219	04013	MARICOPA COUNTY	0404	PK	06	2
2011	040105000057	04	0401050	00057	4268	5322	BALSZ ELEMENTARY DISTRICT	ORANGEDALE JUNIOR HIGH PREP ACADEMY	6026296800	5048 E. OAK ST	PHOENIX	AZ	85008	2597	5048 EAST OAK ST	PHOENIX	AZ	85008	2597	1	1	11	33.473626	-111.972402	04013	MARICOPA COUNTY	0405	07	08	2
2011	040105003142	04	0401050	03142	4268	81141	BALSZ ELEMENTARY DISTRICT	BRUNSON-LEE ELEMENTARY SCHOOL	6026296400	1350 N. 48TH STREET	PHOENIX	AZ	85008		1350 NORTH 48TH ST	PHOENIX	AZ	85008		1	1	11	33.462883	-111.979526	04013	MARICOPA COUNTY	0404	PK	06	2
2011	040108000059	04	0401080	00059	4481	6116	BEAVER CREEK ELEMENTARY DISTRICT	BEAVER CREEK SCHOOL	9285674631	4810 E. BEAVER CREEK ROAD	RIMROCK	AZ	86335	0190	4810 EAST BEAVER CREEK RD	RIMROCK	AZ	86335	0190	1	1	42	34.653169	-111.765216	04025	YAVAPAI COUNTY	0401	PK	08	2
2011	040116000062	04	0401160	00062	4515	6203	BICENTENNIAL UNION HIGH SCHOOL DISTRICT	SALOME HIGH SCHOOL	9288593453	PO BOX 519	SALOME	AZ	85348	0519	67488 EAST SALOME RD	SALOME	AZ	85348	0519	1	1	43	33.774860	-113.602770	04012	LA PAZ COUNTY	0407	09	12	2
2011	040118000063	04	0401180	00063	4169	4754	BISBEE UNIFIED DISTRICT	BISBEE HIGH SCHOOL	5204325381	100 OLD DOUGLAS ROAD	BISBEE	AZ	85603	1038	675 SCHOOL TERRACE RD	BISBEE	AZ	85603	0028	1	1	41	31.414811	-109.888290	04003	COCHISE COUNTY	0408	09	12	2
2011	040118000064	04	0401180	00064	4169	4753	BISBEE UNIFIED DISTRICT	LOWELL SCHOOL	5204325381	100 OLD DOUGLAS ROAD	BISBEE	AZ	85603	1038	100 OLD DOUGLAS RD	BISBEE	AZ	85603	1038	1	1	33	31.428929	-109.891303	04003	COCHISE COUNTY	0408	06	08	2
2011	040118000066	04	0401180	00066	4169	4752	BISBEE UNIFIED DISTRICT	GREENWAY PRIMARY SCHOOL	5204325381	100 OLD DOUGLAS ROAD	BISBEE	AZ	85603	1038	98 COLE AVE	BISBEE	AZ	85603	0028	1	1	33	31.417185	-109.880608	04003	COCHISE COUNTY	0408	PK	05	2
2011	040118001817	04	0401180	01817	4169	78913	BISBEE UNIFIED DISTRICT	BISBEE MIDDLE SCHOOL	5204325381	100 OLD DOUGLAS ROAD	BISBEE	AZ	85603		519 MELODY LN	BISBEE	AZ	85603		1	6	41	31.393590	-109.925885	04003	COCHISE COUNTY	0408	04	06	2
2011	040123000069	04	0401230	00069	4231	4908	BLUE ELEMENTARY DISTRICT	BLUE ELEMENTARY SCHOOL	9288652822	P.O. BOX # 80	BLUE	AZ	85922	0080	80 TURKEY CREEK RD	BLUE	AZ	85922		1	1	43	33.648400	-109.092200	04011	GREENLEE COUNTY	0401	KG	12	2
2011	040126000070	04	0401260	00070	4224	4896	BONITA ELEMENTARY DISTRICT	BONITA ELEMENTARY SCHOOL	9288283363	18008 S FT GRANT RD	WILLCOX	AZ	85643		18008 SOUTH FT GRANT RD	WILLCOX	AZ	85643		1	1	43	32.586914	-109.974488	04009	GRAHAM COUNTY	0401	KG	08	2
2011	040129000071	04	0401290	00071	4513	6201	BOUSE ELEMENTARY DISTRICT	BOUSE ELEMENTARY SCHOOL	9288512213	PO BOX S	BOUSE	AZ	85325	0395	44936 JOSHUA DR	BOUSE	AZ	85325	0395	1	1	43	33.912910	-113.993365	04012	LA PAZ COUNTY	0407	PK	08	2
2011	040133000072	04	0401330	00072	4171	4758	BOWIE UNIFIED DISTRICT	BOWIE ELEMENTARY SCHOOL	5208472545	P.O. BOX 157	BOWIE	AZ	85605	0157	315 WEST 5TH ST	BOWIE	AZ	85605	0157	1	1	43	32.325282	-109.489832	04003	COCHISE COUNTY	0408	KG	08	2
2011	040133000073	04	0401330	00073	4171	4759	BOWIE UNIFIED DISTRICT	BOWIE HIGH SCHOOL	5208472545	P.O. BOX 157	BOWIE	AZ	85605	0157	315W. 5TH ST	BOWIE	AZ	85605	0157	1	1	43	32.325280	-109.489830	04003	COCHISE COUNTY	0408	09	12	2
2011	040138002490	04	0401380	02490	4269	87471	BUCKEYE ELEMENTARY DISTRICT	SUNDANCE ELEMENTARY	6239253400	23800 WEST HADLEY	BUCKEYE	AZ	85326		23800 WEST HADLEY	BUCKEYE	AZ	85326		1	1	41	33.438449	-112.562632	04013	MARICOPA COUNTY	0402	KG	08	2
2011	040138002491	04	0401380	02491	4269	87472	BUCKEYE ELEMENTARY DISTRICT	BUCKEYE PRIMARY	6239253400	210 SOUTH SIXTH STREET	BUCKEYE	AZ	85326		210 SOUTH SIXTH ST	BUCKEYE	AZ	85326		1	2	32	33.370001	-112.582639	04013	MARICOPA COUNTY	0402	PK	04	2
2011	040138002492	04	0401380	02492	4269	87473	BUCKEYE ELEMENTARY DISTRICT	BUCKEYE ELEMENTARY SCHOOL	6239253400	210 SOUTH SIXTH STREET	BUCKEYE	AZ	85326		210 SOUTH SIXTH ST	BUCKEYE	AZ	85326		1	1	32	33.369100	-112.583000	04013	MARICOPA COUNTY	0402	PK	08	2
2011	040138002642	04	0401380	02642	4269	88398	BUCKEYE ELEMENTARY DISTRICT	WESTPARK ELEMENTARY SCHOOL	6239253400	210 S. 6TH STREET	BUCKEYE	AZ	85326		2700 SOUTH 257TH DR	BUCKEYE	AZ	85326		1	1	41	33.422000	-112.606222	04013	MARICOPA COUNTY	0402	KG	08	2
2011	040138002836	04	0401380	02836	4269	89572	BUCKEYE ELEMENTARY DISTRICT	STEVEN R. JASINSKI ELEMENTARY SCHOOL	6239253400	210 S. 6TH STREET	BUCKEYE	AZ	85326		4280 SOUTH 246TH AVE	BUCKEYE	AZ	85326		1	1	41	33.407437	-112.581800	04013	MARICOPA COUNTY	0402	PK	08	2
2011	040138003052	04	0401380	03052	4269	90341	BUCKEYE ELEMENTARY DISTRICT	INCA ELEMENTARY SCHOOL	6239253400	25555 WEST DURANGO STREET	BUCKEYE	AZ	85326		23600 WEST DURANGO ST	BUCKEYE	AZ	85326		1	1	41	33.428159	-112.556507	04013	MARICOPA COUNTY	0402	KG	08	2
2011	040138003123	04	0401380	03123	4269	81110	BUCKEYE ELEMENTARY DISTRICT	BALES ELEMENTARY SCHOOL	6238478503	210 S. 6TH STREET	BUCKEYE	AZ	85326		25400 WEST MARICOPA RD	BUCKEYE	AZ	85326		1	1	32	33.386268	-112.596417	04013	MARICOPA COUNTY	0402	PK	08	2
2011	040141000075	04	0401410	00075	4284	5424	BUCKEYE UNION HIGH SCHOOL DISTRICT	BUCKEYE UNION HIGH SCHOOL	6233869700	902 EASON AVENUE	BUCKEYE	AZ	85326	2699	902 EASON AVE	BUCKEYE	AZ	85326	2699	1	1	32	33.375886	-112.575755	04013	MARICOPA COUNTY	0402	09	12	2
2011	040141002137	04	0401410	02137	4284	79376	BUCKEYE UNION HIGH SCHOOL DISTRICT	ESTRELLA FOOTHILLS HIGH SCHOOL	6233869700	13033 S ESTRELLA PARKWAY	GOODYEAR	AZ	85338		13033 SOUTH ESTRELLA PARKWAY	GOODYEAR	AZ	85338		1	1	42	33.327694	-112.422693	04013	MARICOPA COUNTY	0402	09	12	2
2011	040141002786	04	0401410	02786	4284	89573	BUCKEYE UNION HIGH SCHOOL DISTRICT	YOUNGKER HIGH SCHOOL	6234740100	3000 S. APACHE ROAD	BUCKEYE	AZ	85326		3000 SOUTH APACHE RD	BUCKEYE	AZ	85326		1	1	41	33.418555	-112.574847	04013	MARICOPA COUNTY	0402	09	12	2
2011	040141003082	04	0401410	03082	4284	80665	BUCKEYE UNION HIGH SCHOOL DISTRICT	THE BUCKEYE ACADEMY	6233869700	402 W NARRAMORE	BUCKEYE	AZ	85236		402 WEST NARRAMORE	BUCKEYE	AZ	85236		1	2	32	33.373622	-112.577615	04013	MARICOPA COUNTY	0402	09	12	2
2011	040146000077	04	0401460	00077	4175	4776	SIERRA VISTA UNIFIED DISTRICT	CARMICHAEL ELEMENTARY SCHOOL	5205152714	701 NE CARMICHAEL AVENUE	SIERRA VISTA	AZ	85635	2972	701 NE CARMICHAEL AVE	SIERRA VISTA	AZ	85635	2972	1	1	33	31.562511	-110.299829	04003	COCHISE COUNTY	0408	PK	06	2
2011	040146000078	04	0401460	00078	4175	4781	SIERRA VISTA UNIFIED DISTRICT	JOYCE CLARK MIDDLE SCHOOL (FORMERLY SIERRA VISTA M	5205152714	1045 S. LENZNER AVE	SIERRA VISTA	AZ	85635	2972	1045 SOUTH LENZNER AVE	SIERRA VISTA	AZ	85635	2972	1	1	33	31.543210	-110.284062	04003	COCHISE COUNTY	0408	07	08	2
2011	040146000080	04	0401460	00080	4175	4780	SIERRA VISTA UNIFIED DISTRICT	VILLAGE MEADOWS ELEMENTARY SCHOOL	5205152714	905 EL CAMINO REAL	SIERRA VISTA	AZ	85635	2972	905 EL CAMINO REAL	SIERRA VISTA	AZ	85635	2972	1	1	33	31.546582	-110.270087	04003	COCHISE COUNTY	0408	KG	06	2
2011	040146000081	04	0401460	00081	4175	4783	SIERRA VISTA UNIFIED DISTRICT	BUENA HIGH SCHOOL	5205152714	3555 FRY BLVD	SIERRA VISTA	AZ	85635	2972	5225 EAST BUENA SCHOOL BLVD	SIERRA VISTA	AZ	85635	2972	1	1	41	31.570175	-110.237890	04003	COCHISE COUNTY	0408	09	12	2
2011	040146000213	04	0401460	00213	4175	4782	SIERRA VISTA UNIFIED DISTRICT	APACHE MIDDLE SCHOOL	5205152714	3335 E FRY	SIERRA VISTA	AZ	85635	2972	3305 EAST FRY	SIERRA VISTA	AZ	85635	2972	1	2	33	31.555827	-110.262556	04003	COCHISE COUNTY	0408	06	08	2
2011	040146001050	04	0401460	01050	4175	4778	SIERRA VISTA UNIFIED DISTRICT	PUEBLO DEL SOL ELEMENTARY SCHOOL	5205152714	5130 PASEO LAS PALMAS	SIERRA VISTA	AZ	85635	2972	5130 PASEO LAS PALMAS	SIERRA VISTA	AZ	85635	2972	1	1	33	31.544832	-110.244382	04003	COCHISE COUNTY	0408	KG	06	2
2011	040146001051	04	0401460	01051	4175	4779	SIERRA VISTA UNIFIED DISTRICT	TOWN & COUNTRY ELEMENTARY SCHOOL	5205152714	1313 S. LENZNER AVE	SIERRA VISTA	AZ	85635	2972	1313 SOUTH LENZNER AVE	SIERRA VISTA	AZ	85635	2972	1	1	33	31.540769	-110.283108	04003	COCHISE COUNTY	0408	PK	06	2
2011	040146001356	04	0401460	01356	4175	4777	SIERRA VISTA UNIFIED DISTRICT	HUACHUCA MOUNTAIN ELEMENTARY SCHOOL	5205152714	3555 FRY BLVD	SIERRA VISTA	AZ	85635	2972	3228 SAINT ANDREWS	SIERRA VISTA	AZ	85650		1	1	33	31.510479	-110.266748	04003	COCHISE COUNTY	0408	KG	05	2
2011	040146003062	04	0401460	03062	4175	4775	SIERRA VISTA UNIFIED DISTRICT	BELLA VISTA ELEMENTARY SCHOOL	5205152714	3555 FRY BLVD	SIERRA VISTA	AZ	85635		801 NORTH LENZNER	SIERRA VISTA	AZ	85635		1	1	33	31.563304	-110.281145	04003	COCHISE COUNTY	0408	KG	06	2
2011	040150000084	04	0401500	00084	4378	5586	BULLHEAD CITY SCHOOL DISTRICT	MOUNTAIN VIEW ELEMENTARY	9287583961	2380 E. 3RD STREET	BULLHEAD CITY	AZ	86429		2380 EAST 3RD ST	BULLHEAD CITY	AZ	86429	5902	1	2	41	35.144333	-114.565381	04015	MOHAVE COUNTY	0402	PK	05	2
2011	040150000085	04	0401500	00085	4378	5587	BULLHEAD CITY SCHOOL DISTRICT	BULLHEAD CITY JR HIGH SCHOOL	9287583961	1062 HANCOCK ROAD	BULLHEAD CITY	AZ	86442	5901	1062 HANCOCK RD	BULLHEAD CITY	AZ	86442	5901	1	1	33	35.106917	-114.610149	04015	MOHAVE COUNTY	0402	06	08	2
2011	040150000855	04	0401500	00855	4378	5583	BULLHEAD CITY SCHOOL DISTRICT	COYOTE CANYON SCHOOL	9287584909	1820 LAKESIDE DRIVE	BULLHEAD CITY	AZ	86442	5901	1820 LAKESIDE DR	BULLHEAD CITY	AZ	86442	5901	1	1	33	35.105597	-114.611891	04015	MOHAVE COUNTY	0402	PK	05	2
2011	040150001053	04	0401500	01053	4378	5584	BULLHEAD CITY SCHOOL DISTRICT	DESERT VALLEY SCHOOL	9287586606	1066 MARINA BLVD.	BULLHEAD CITY	AZ	86442	5901	1066 MARINA BLVD	BULLHEAD CITY	AZ	86442	5901	1	1	33	35.102136	-114.609385	04015	MOHAVE COUNTY	0402	PK	05	2
2011	040150001528	04	0401500	01528	4378	5585	BULLHEAD CITY SCHOOL DISTRICT	DIAMONDBACK ELEMENTARY SCHOOL	9287583961	2550 TESOTA WAY	BULLHEAD CITY	AZ	86442	5901	2550 TESOTA WAY	BULLHEAD CITY	AZ	86442	5901	1	1	33	35.092532	-114.561810	04015	MOHAVE COUNTY	0402	KG	06	2
2011	040150001757	04	0401500	01757	4378	6048	BULLHEAD CITY SCHOOL DISTRICT	FOX CREEK JR HIGH SCHOOL	9287583961	3101 DESERT SKY BOULEVARD	BULLHEAD CITY	AZ	86442		3101 DESERT SKY BLVD	BULLHEAD CITY	AZ	86442		1	1	41	35.080070	-114.549310	04015	MOHAVE COUNTY	0402	06	08	2
2011	040150002184	04	0401500	02184	4378	79655	BULLHEAD CITY SCHOOL DISTRICT	SUNRISE ELEMENTARY	9287583961	2645 WEST LANDON DRIVE	BULLHEAD CITY	AZ	86429		2645 WEST LANDON DR	BULLHEAD CITY	AZ	86429		1	1	41	35.158114	-114.544456	04015	MOHAVE COUNTY	0402	KG	05	2
2011	040160000086	04	0401600	00086	4470	6098	CAMP VERDE UNIFIED DISTRICT	CAMP VERDE ELEMENTARY SCHOOL	9285678000	200 CAMP LINCOLN ROAD	CAMP VERDE	AZ	86322	0728	200 CAMP LINCOLN RD	CAMP VERDE	AZ	86322	0728	1	1	42	34.586696	-111.860747	04025	YAVAPAI COUNTY	0401	PK	05	2
2011	040160000087	04	0401600	00087	4470	6100	CAMP VERDE UNIFIED DISTRICT	CAMP VERDE HIGH SCHOOL	9285678000	1326 MONTEZUMA CASTLE RD.	CAMP VERDE	AZ	86322	0728	1326 MONTEZUMA CASTLE RD	CAMP VERDE	AZ	86322	0728	1	1	42	34.589007	-111.856920	04025	YAVAPAI COUNTY	0401	09	12	2
2011	040160001529	04	0401600	01529	4470	6099	CAMP VERDE UNIFIED DISTRICT	CAMP VERDE MIDDLE SCHOOL	9285678000	370 CAMP LINCOLN	CAMP VERDE	AZ	86322	0728	370 CAMP LINCOLN	CAMP VERDE	AZ	86322	0728	1	1	42	34.587362	-111.858712	04025	YAVAPAI COUNTY	0401	06	08	2
2011	040160003173	04	0401600	03173	4470	84659	CAMP VERDE UNIFIED DISTRICT	SOUTH VERDE MIDDLE HIGH	9285678076	410 CAMP LINCOLN	CAMP VERDE  ARIZONA	AZ	86322		462 SOUTH MAIN ST	CAMP VERDE	AZ	86322		4	1	43	34.562862	-111.854009	04025	YAVAPAI COUNTY	0401	06	12	2
2011	040165000088	04	0401650	00088	4484	6119	CANON ELEMENTARY DISTRICT	CANON SCHOOL	6233745588	P.O. BOX 89	BLACK CANYON CITY	AZ	85324	0089	34360 SO. SCHOOL LOOP RD	BLACK CANYON CITY	AZ	85324	0089	1	1	42	34.062905	-112.140281	04025	YAVAPAI COUNTY	0401	PK	08	2
2011	040168000089	04	0401680	00089	4282	5398	CARTWRIGHT ELEMENTARY DISTRICT	CARTWRIGHT SCHOOL	6236914100	2825 N. 59TH AVENUE	PHOENIX	AZ	85031	3298	2825 NORTH 59TH AVE	PHOENIX	AZ	85031	3298	1	1	11	33.479893	-112.185416	04013	MARICOPA COUNTY	0404	KG	08	2
2011	040168000091	04	0401680	00091	4282	5405	CARTWRIGHT ELEMENTARY DISTRICT	CHARLES W. HARRIS SCHOOL	6236914800	2252 NORTH 55TH AVENUE	PHOENIX	AZ	85035	3706	2252 NORTH 55TH AVE	PHOENIX	AZ	85035	3706	1	1	11	33.472342	-112.178353	04013	MARICOPA COUNTY	0404	KG	08	2
2011	040168000092	04	0401680	00092	4282	5406	CARTWRIGHT ELEMENTARY DISTRICT	DESERT SANDS MIDDLE SCHOOL	6236914000	6308 W CAMPBELL AVE	PHOENIX	AZ	85033	2798	6308 WEST CAMPBELL AVE	PHOENIX	AZ	85033	2798	1	1	11	33.502854	-112.195472	04013	MARICOPA COUNTY	0404	06	08	2
2011	040168000093	04	0401680	00093	4282	5411	CARTWRIGHT ELEMENTARY DISTRICT	ESTRELLA MIDDLE SCHOOL	6236914000	3733 N 75TH AVE	PHOENIX	AZ	85033	3799	3733 NORTH 75TH AVE	PHOENIX	AZ	85033	3799	1	1	11	33.490647	-112.217942	04013	MARICOPA COUNTY	0404	06	08	2
2011	040168000094	04	0401680	00094	4282	5407	CARTWRIGHT ELEMENTARY DISTRICT	FRANK BORMAN SCHOOL	6236914000	3637 N. 55TH AVE.	PHOENIX	AZ	85033		3637 NORTH 55TH AVE	PHOENIX	AZ	85033		1	1	11	33.490780	-112.175747	04013	MARICOPA COUNTY	0404	PK	08	2
2011	040168000095	04	0401680	00095	4282	5399	CARTWRIGHT ELEMENTARY DISTRICT	GLENN L. DOWNS SCHOOL	6236914000	3611 N 47TH AVE	PHOENIX	AZ	85031	3199	3611 NORTH 47TH AVE	PHOENIX	AZ	85031	3199	1	1	11	33.489870	-112.161112	04013	MARICOPA COUNTY	0404	KG	08	2
2011	040168000096	04	0401680	00096	4282	5409	CARTWRIGHT ELEMENTARY DISTRICT	HEATHERBRAE SCHOOL	6236914000	7070 WEST HEATHERBRAE DRIVE	PHOENIX	AZ	85033	2699	7070 WEST HEATHERBRAE DR	PHOENIX	AZ	85033	2699	1	1	11	33.498877	-112.210650	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168000097	04	0401680	00097	4282	5402	CARTWRIGHT ELEMENTARY DISTRICT	HOLIDAY PARK SCHOOL	6236914000	4417 N. 66TH AVE.	PHOENIX	AZ	85033	2799	4417 NORTH 66TH AVE	PHOENIX	AZ	85033	2799	1	1	11	33.500284	-112.201776	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168000098	04	0401680	00098	4282	5400	CARTWRIGHT ELEMENTARY DISTRICT	JOHN F. LONG	6236914000	4407 NORTH 55TH. AVENUE	PHOENIX	AZ	85031	1802	4407 NORTH 55TH. AVE	PHOENIX	AZ	85031	1802	1	1	11	33.501226	-112.176223	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168000100	04	0401680	00100	4282	5401	CARTWRIGHT ELEMENTARY DISTRICT	JUSTINE SPITALNY SCHOOL	6236914000	3201 N 46TH DR.	PHOENIX	AZ	85031	3799	3201 NORTH 46TH DR	PHOENIX	AZ	85031	3799	1	1	11	33.486043	-112.157779	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168000101	04	0401680	00101	4282	5412	CARTWRIGHT ELEMENTARY DISTRICT	PALM LANE	6236914000	2043 N.  64TH DR.	PHOENIX	AZ	85035	3499	2043 NORTH 64TH DR	PHOENIX	AZ	85035	3499	1	1	11	33.470520	-112.197700	04013	MARICOPA COUNTY	0404	PK	08	2
2011	040168000102	04	0401680	00102	4282	5413	CARTWRIGHT ELEMENTARY DISTRICT	PERALTA SCHOOL	6236914000	7125 W. ENCANTO BLVD.	PHOENIX	AZ	85035	1335	7125 WEST ENCANTO BLVD	PHOENIX	AZ	85035	1335	1	1	11	33.472197	-112.213159	04013	MARICOPA COUNTY	0404	PK	05	2
2011	040168000104	04	0401680	00104	4282	5404	CARTWRIGHT ELEMENTARY DISTRICT	STARLIGHT PARK SCHOOL	6236914700	7960 W. OSBORN RD.	PHOENIX	AZ	85033	3599	7960 WEST OSBORN RD	PHOENIX	AZ	85033	3599	1	1	11	33.487725	-112.231195	04013	MARICOPA COUNTY	0404	KG	08	2
2011	040168000105	04	0401680	00105	4282	5403	CARTWRIGHT ELEMENTARY DISTRICT	SUNSET SCHOOL	6236914000	6602 W. OSBORN ROAD	PHOENIX	AZ	85033	4533	6602 WEST OSBORN RD	PHOENIX	AZ	85033	4533	1	1	11	33.488061	-112.201111	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168001054	04	0401680	01054	4282	5414	CARTWRIGHT ELEMENTARY DISTRICT	BYRON A. BARRY SCHOOL	6236914000	2533 N. 60TH AVE.	PHOENIX	AZ	85035	2899	2533 NORTH 60TH AVE	PHOENIX	AZ	85035	2899	1	6	11	33.475690	-112.188107	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168001055	04	0401680	01055	4282	5415	CARTWRIGHT ELEMENTARY DISTRICT	TOMAHAWK SCHOOL	6236914000	7820 WEST TURNEY AVENUE	PHOENIX	AZ	85033	2427	7820 WEST TURNEY AVE	PHOENIX	AZ	85033	2427	1	1	11	33.500064	-112.228308	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168001426	04	0401680	01426	4282	5416	CARTWRIGHT ELEMENTARY DISTRICT	FLOR DEL SOL	6236914000	3818 N. 67TH AVE	PHOENIX	AZ	85033		3818 NORTH 67TH AVE	PHOENIX	AZ	85033		2	6	11	33.491887	-112.203839	04013	MARICOPA COUNTY	0404	KG	08	2
2011	040168001530	04	0401680	01530	4282	5408	CARTWRIGHT ELEMENTARY DISTRICT	CARTWRIGHT EARLY CHILDHOOD CENTER	6236915100	5480 W CAMPBELL	PHOENIX	AZ	85031	1115	5480 WEST CAMPBELL	PHOENIX	AZ	85031	1115	1	6	11	33.502695	-112.176293	04013	MARICOPA COUNTY	0404	PK	PK	2
2011	040168001709	04	0401680	01709	4282	6032	CARTWRIGHT ELEMENTARY DISTRICT	G. FRANK DAVIDSON	6236914000	6935 W. OSBORN RD	PHOENIX	AZ	85033		6935 WEST OSBORN RD	PHOENIX	AZ	85033		1	1	11	33.486527	-112.210511	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168002005	04	0401680	02005	4282	78980	CARTWRIGHT ELEMENTARY DISTRICT	MARC T. ATKINSON MIDDLE SCHOOL	6236914000	4315 N. MARYVALE PKWY.	PHOENIX	AZ	85031		4315 NORTH MARYVALE PARKWAY	PHOENIX	AZ	85031		1	1	11	33.498596	-112.171481	04013	MARICOPA COUNTY	0404	06	08	2
2011	040168002135	04	0401680	02135	4282	79283	CARTWRIGHT ELEMENTARY DISTRICT	BRET R. TARVER	6236914000	4308 N 51ST AVENUE SUITE 102	PHOENIX	AZ	85031		4308 NORTH 51ST AVE	PHOENIX	AZ	85031		1	1	11	33.497014	-112.170630	04013	MARICOPA COUNTY	0404	KG	05	2
2011	040168002590	04	0401680	02590	4282	87129	CARTWRIGHT ELEMENTARY DISTRICT	GLENN L. DOWNS ELEMENTARY SCHOOL	6025285541	3611 NORTH 47TH AVE.	PHOENIX	AZ	85031		3611 NORTH 47TH AVE	PHOENIX	AZ	85031		1	1	11	33.490129	-112.161115	04013	MARICOPA COUNTY	0404	KG	06	2
2011	040168002904	04	0401680	02904	4282	89955	CARTWRIGHT ELEMENTARY DISTRICT	RAUL H. CASTRO MIDDLE SCHOOL	6236915300	2730 N. 79TH AVENUE	PHOENIX	AZ	85035		2730 NORTH 79TH AVE	PHOENIX	AZ	85035		1	1	11	33.477996	-112.229222	04013	MARICOPA COUNTY	0407	06	08	2
2011	040168003122	04	0401680	03122	4282	81109	CARTWRIGHT ELEMENTARY DISTRICT	MANUEL PENA JR. SCHOOL	6236914000	2550 N. 79TH AVENUE	PHOENIX	AZ	85035		2550 NORTH 79TH AVE	PHOENIX	AZ	85035		1	1	11	33.475919	-112.230293	04013	MARICOPA COUNTY	0407	KG	05	2
2011	040171000106	04	0401710	00106	4446	5934	CASA GRANDE ELEMENTARY DISTRICT	CASA GRANDE MIDDLE SCHOOL	5208362111	300 W MC MURRAY BLVD	CASA GRANDE	AZ	85222	3337	300 WEST MC MURRAY BLVD	CASA GRANDE	AZ	85222	3337	1	1	32	32.887689	-111.755357	04021	PINAL COUNTY	0401	06	08	2
2011	040171000107	04	0401710	00107	4446	5929	CASA GRANDE ELEMENTARY DISTRICT	COTTONWOOD ELEMENTARY SCHOOL	5208362111	1667 N KADOTA	CASA GRANDE	AZ	85222	2708	1667 NORTH KADOTA	CASA GRANDE	AZ	85222	2708	1	1	32	32.896698	-111.745419	04021	PINAL COUNTY	0401	KG	05	2
2011	040171000109	04	0401710	00109	4446	5930	CASA GRANDE ELEMENTARY DISTRICT	EVERGREEN ELEMENTARY SCHOOL	5208362111	1000 N AMARILLO	CASA GRANDE	AZ	85222	3656	1000 NORTH AMARILLO	CASA GRANDE	AZ	85222	3656	1	1	32	32.884219	-111.736922	04021	PINAL COUNTY	0401	KG	05	2
2011	040171000111	04	0401710	00111	4446	5932	CASA GRANDE ELEMENTARY DISTRICT	PALO VERDE SCHOOL	5208362111	40 N. ROOSEVELT	CASA GRANDE	AZ	85222	5010	40 NORTH ROOSEVELT	CASA GRANDE	AZ	85222	5010	1	1	32	32.873196	-111.741472	04021	PINAL COUNTY	0401	PK	05	2
